Indonesia,Andap,Alus Sor,Alus Singgih,Alus Mider,Mider
semakin,ngancan,,,"sayan, sayan-sayan",
semakin,sumingkin,,,sayan,
semak-semak,,,,,bet
semangka,,,,,sumangka
sematkan di telinga,bungang,,,sumpangang,
"semaunya, ingi menguasai",,,,,"odag, ngodag-odag"
sembab,,,,,bengul
"sembahyang, berdoa",maturan,maturan,maturan,,
sembilan,sia,,,"sanga, nawa",
sembilan belas,,,,,siangolas
sembilanpuluh dua,siadasa dua,,,sangadasa kalih,
sembilanpuluh satu,siadasa besik,,,sangadasa siki,
sembilanpuluh tiga,siadasa telu,,,sangadasa tiga,
"semblih, menyemblih",,,,,"tampah, aampah"
"sembuhkembali, sehat",seger,"seger, rahayu",kenak,,
sembunyi,mengkeb,singid,nyangklib,,
sembunyikan,ngilidang,ngilidang,ngilidang,,
sembur,simbuh,,,sembur,
semburam air dari mulut,,,,,"keprus, makeprus"
"semi, poni",semi,,,srinata,
semoga,dumadak,,,"dumogi, mogi-mogi",
semoga,"madak, dumadak",,,"mogi, dumogi, wastu",
"sempat, senggang",sela,,,galah,
sempit,"cupit, cupek",rupet,cupek,,
sempit,cupit,,,"osek, kosek",
sempit,"seksek, kelet",,,kosek,
sempit,,,,,"cupit, osek"
sempurna,,,,,"purna, paripurna"
semua,"onyangan, makejangpada","samian, makasami, sekancan",sami,,
semua,makejang,,,"sami, samian",
semua,"onya, onyang",,,"sami, samian",
"semua,segala sesuatu",saluir,,,sahananing,
"semula, mula-mula",kemulan,,,jatimula,
semut,semut,semut,semut,,
semut,semut,,,ambit,
semut,,,,,semut
semut hitam,,,,,sidem
semut kecil,,,,,tunggu 
semut merah,,,,,semangah
senang,demen,gargita,"seneng, ledang",,
senang,demen,seneng,ledang,,
senang,"kendel, girang",ledangsuka,"renakenak, gargita",,
senang,liang,"gargita, bagia",ledang,,
"senapan, bedil",bedil,bedil,bedil,,
"sendir, tumpuan tiang",,,,,sendi
sendiri,"didi,didian",ndewek,ngraga,,
sendiri,padidi,ndewek,praragan,,
sendiri,padidi,ngeraga,newek,,
sendirian,"pedidian, newek",ngeraga,pereragan,,
sendok,"sendok, sinduk, conteng",sekot,"sinduk, cekot",,
sendok,sinduk,,,sendok,
sendok,,,,,sinduk
sendok air,,,,,cedok
sendok dari daun pisang,,,,,sidu
Sendok kecil bertangkai,,,,,Canting 
"seneng, suka",suka ,gargita,"ledang, seneng",,
sengaja,nyelapang,nyelapang,nyelapang,,
sengaja,"agen, ngagen",,,nyadia,
sengaja,,,,,"galap, ngelapang"
sengaja,,,,,"jelap, ngelap"
senggol,,,,,"tuuk, nuukin"
senggol kepala sapi,,,,,gudug
"senggol, menyenggol",,,,,"tamplih, namplig"
"sengit, benci dan dendam",,,,,sengitan
"sengketa, perkara",prekara,,,wicara,
sengsara,sengsara,sengsara,sengsara,,
sengsara,sengsara,,,"papa, kasengsaraan",
senjalaka,sadikaon,,,sandikala,
senjata,senjata,senjata,senjata,,
senjata,,,,,sanjata
senjata api,,,,,bedil
sentak ke atas,,,,,bantus
sentuh,,,,,antug
sentuh dengan jari,,,,,"colek, nyolek"
"sentuh, menyentuh",,,,,"kosod, ngosod"
seorang,diri,adiri/miri,adiri,,
seorang brahmana,,,,,suryane
seorang yang disusupi roh halus,,,,,sangiang
sepakatan,"igum, paigum",,,"rarem, pararem",
sepanjang hari,selid sanja,sepanjang rahina,,,
sepasang,,,,,apasang
sepasang burung,,,,,apacek
"sepasang sapi, kerbau",,,,,akit
sepatu,sepatu,sepatu,paduka,,
sepatu,sepatu,,,paduka,
sepeda,sepeda kayuh,,,,
sepeda,sepeda,,,palinggihan,
seperangkat,,,,,"rangsuk, arangsukan"
seperempat,"pahpat, apah empatan",epah empatan,epah empatan,,
seperempat,,,,,"prapat, aprapat"
seperti,buka,"makadi, luire, sekadi","minakadi, kadisekadi",,
"seperti, bagai","buka, cara",,,"sakadi, waluya",
sepertiga,apahteluan,,,apahtigan,
sepi,sepi,samun,sunia,,
sepi,sepi,,,"sunia, sipeng, samun",
"sepit, alat penjapit dari bambu",,,,,sepit
sepotong,,,,,akeleng
sepotong buluh kecil buat meniup api,,,,,semprong
"sepotong, setengah batanaan",,,,,atugel
sepuluh ribu,dasatali,,,alaksa,
sepuluh ribu,,,,,alaksa
sepupu,misan,misan,mingsiki,,
sepupu kedua,mindon,mondon,mingkalihan,,
"serah, menyerah",,,,,"serah , nyerah"
seram,aeng,,,"kabinawa, krura",
serambi,,,,,amben
seratur ribu,,,,,aketi
seratus,,,,,satus
seratus dua,satus dua,,,satus kalih,
seratus limapuluh dua,karobelah dua,,,karobelah kalih,
seratus limapuluh satu,karobelah besik,,,karobelah siki,
seratus limapuluh tiga,karobelah telu,,,karobelah tiga,
seratus satu,satus besik,,,satus siki,
seratus tiga,satus telu,,,satus tiga,
serba,,,,,sarwa
"serbu, menyerbu",,,,,"rejek, ngrejek"
serdadu,,,,,prajurit
serem rupanya,,,,,aeng
serempak,,,,,"briuk, mabriuk"
seret,,,,,paid
"seret, menyeret",,,,,"ered, ngered"
"seret, menyeret",,,,,"oros, ngoros"
Sergap untuk di makan ,,,,,Caplok
"sergap, menyergap",,,,,"dengko, nengko "
"seri, tak ada yang menang",,,,,sapih
seribu,siu,,,sewu,
seribu,,,,,Siu
seribu dua ratus,,,,,nembangsit
"serikat, perkumpulan",,,,,sekaa
serikaya,,,,,silik
sering,"pepes, saisai, sesai",sering,"sering, sabensaben",,
sering,pepes,,,sering,
sering,"sai-sai, sesai",,,sering,
sering dilalui,,,,,"lubuk,lelubukan"
"sering, berkali-kali","ngedil, ngedilan",,,sering,
"serong, nyerong, sebrang, tak lurus",,,,,"semah, nyemah"
serpihan kayu,,,,,"tampal, ketempalan"
seruas Bambu,,,,,Bungbung
seruling,,,,,suling
serupa,"mirib buka, patuh teken",pateh kadi,pateh kadi,,
"sesak, sendat, sempit",kelet ,,,sesek,
sesal,"nyesel, kapok",nyesel,nyesel,,
"sesal, menyesal",,,,,"keeng, makeengan"
"sesat, murang, bingung",paling,,,"murang, sisu",
"seseh, kayu batang kelapa",,,,,seseh
seseorang,salah tunggal,sinalih tunggil,sinalih tunggil,,
sesepuh pejabat,prakanggo,,,prakangge,
sesuatu,apan apan,punapa punapi,,,
sesudah,sasubane,,,sasampun,
"setangkai, sehelai",,,,,"katih, akatih"
setengah,tenga,,,arda,
setengah,,,,,atenga
setengah butir,,,,,asibak
setengah hati,,,,,nenga-nenga
setengah pasang,,,,,aneh
"setengah, separoh","atengah, kenjang, paro",asibak,apahkalih,,
setia,satia,,,susatia,
"setia, patuh","tindih, bela","satia, astiti",setia,,
"setia, taat",tuon,,,"satia, tinut",
setiap,nangken,,,nyabran,
setiap,sabilang,,,"nyabran, satunggil",
setiap,,,,,sabilang
setiap malam,sepeteng peteng,sawengi wengi,sawengi wengi,,
"setiap, tiap tiap",sebilang,senangken,senangken,,
setrika,,,,,"terik, nerik"
"setubuh, bersetubuh","katuk, mekatuk",,,"senggama, masenggama",
setuju,lega,ngewehin,ngicenin,,
sewa,sewaang,sewang,sewang,,
"sewa, menyewa",,,,,"sewa, nyewa"
sewakan,sewaang,sewaang,sewaang,,
sewaktu-waktu,napkala,,,padgata kala,
"sial, kecewa",,,,,cendala
"sial, tak betuntung",,,,,bantug
siang,lemah,,,siang,
siang,tengai,,,siang,
siang,,,,,"siang, tengai"
siap sedia,sedia,,,"sayaga, tragia, tiaga",
"siap, sedia","sedia, tragia",tragia,tragia,,
"siap, sianga",tragia,,,sayaga,
siapa,nyen,Sira,Sira,,
siapa,nyen,sapasira,sapasira,,
siapa,nyen,,,"sira, sapasira",
Sia-sia,"percuma, tanpa guna, kado",tanpa guna,nirdon,,
sibuk,"epot, ewo, rewed","repot, repet",repot,,
sibuk,repot,,,epot,
sibuk,,,,,bincuh
sibuk,,,,,"epot, repot"
siku,siku,siku,"kona, lintuk",,
"siku, menyiku",,,,,"singguk, nyingguk"
silahkan,lautang,rarisang malinggih,raris malinggih,,
silahkan duduk,lautang negak,rarisang malinggih,raris malinggih,,
silau,,,,,ulap
silsilah,,,,,pemancangah
simpan,simpen,,,"sinep, pendem",
simpan agak lama,,,,,"sepel, nyepel"
"simpan, masukkan ke suatu tempat",,,,,"penpen, menpen"
"simpan, menyimpan",,,,,"tangkid, nangkidang"
"simpan, menyimpan dengan baik",,,,,"tamped, nampedang"
"simpan, pegang, menyimpan","simpen, sepelang, sepel, nyeplang",simpen,simpen,,
simpang siur,,,,,"sliwer, pasliwer"
"simpang, menyimpang dari jalan",,,,,"lingkung,ngalingkung"
"simpuh, bersimpuh",,,,,"timpuh, matimpuh"
sinar penerang,,,,,sundar
"sinar, cahaya",sunar,,,"sipta, cahya",
sindiran,,,,,"simbing, sesimbing"
singa,singa,,,kesari,
Singa,,,,,Singa
singai,,,,,tukad
"siram, menyiram",,,,,"Siam, nyiam"
sirih,base,,,"sedah, canang",
sisa,sisa,,,sesa,
sisa,,,,,sisa
sisa makanan dipiring,carikan,,,tedaan,
sisakan,tuanang,,,"kariang, sesayang",
"sisi, pinggir",samping,,,sisi,
"sisi, pinggir",,,,,"tepi, penepi"
"sisi, tepi, sebelah","sisi, sisih",samping,samping,,
sisik,,,,,siksik
sisipkan,selet,,,sungklit,
sisir,"suah, suwah",sisir,suri,,
sisir,suah,,,"suri, serit",
"siswa, murid seorang pendeta",,,,,sisia
"sita, menyita, rampas",,,,,"rampag, ngrampag"
"siul, bersiul",,,,,"suir, masuir"
"sobek lepas, luka dangkal",,,,,keset
"sobek, mengoyak","uek, menguek",nguek,nguek,,
"sodor, menyodorkan",,,,,"enjuh, ngenjuhang"
sombong,ajum,,,sumbung,
"sombong, bangga",gedekeneh,"angkuh, sombong",bangga,,
"sombong, tak ramah",regeh,,,bodri,
"sombong, tekebur",,,,,sumbar
"sombong, tinggi hati",,,,,ngagu
sop,"sop, kuwah",kuah,kuah,,
sopan santun,,,,,pranamia
"sopan, hati-hati ",,,,,plapan
"sorak, bersorak",,,,,"suryak, masuryak"
sore,sanja,sande,sande,,
sore,lingsir,,,sore,
sore,sanja ,,,"sande, sore",
sorga,suargan,,,suargaloka,
"sosial, dermawan",,,,,bares
sosis,urutan,,,oret,
suami,"kurenan, somahmuani, kurnan",rabi,swami,,
suami/isteri,kurenan,"kurenan, somah","rabi, parameswari",,
suami/istri,somah,"somah, kurenan",rabi,,
"suap, menyuap",,,,,"Sop, ngesop"
suara,munyi,,,suara,
suara berat-ringan,,,,,"lagu, guru lagu"
suara bibir mengunyah,,,,,ciplak
suara jatuh benda kecil,,,,,klenting
Suara kentongan bertalu-talu,,,,,Bulus
suara kokok ayam jantan,,,,,"kruyuk, makruyuk"
suara tidak pas,,,,,bero
"suara, bunyi",munyi,pangandika,suara,,
suatu bukti milik tanah,,,,,pipit
suatu kebetulan,sedeng luunga,,,"sandang, becika",
subang,subeng,,,sengkang,
subur,mokoh,lemek,lemek,,
subur,,,,,lemek
"subur, sejahtera",gemuh,,,gemah lipah,
suci dan mahir dalam ilmu agama,,,,,putus
"suci, bebas dari keinginan indrawi",,,,,sadu
"suci, kudus","suci, astiti, putusresi",resik,nirmala,,
sucikan sebagai sulinggih,mawinten,,,mapodgada,
sudah,"sube, suba",sampun,wusan,,
sudah,suba,,,sampun,
"sudah usang, mudah rusak",,,,,"tepu,nepu"
sudi,"nyak, suka","ledang, kayun",kayun,,
sudut,,,,,bucu
suka bepergian jauh - jauh ,,,,,ganjah
suka mengolol-olok,,,,,jail
"suka, senang",demen,"ledang, suka","ledang, lila",,
"suka, senang",nau,,,seneng,
"suka, senang",oneng,,,seneng,
sukar,"ketil, bat","sukeh, abot","sungka, sengka, abot",,
"sukar, sulit",sukeh,,,"meweh, sengka, sukil",
suku kata,,,,,"kecap, wanda"
sulit,ketil,,,meweh,
"sulit, banyak rintangan",,,,,likad
"sulit, kesusahan",keweh,,,"brebeh, meweh",
sumbangan wajib pada kematian,,,,,patus 
"sumbat, penyumbat",,,,,sengngseng
sumbing,,,,,"congeh, cungih"
sumbu,,,,,sigi
sumpah,sumpah,,,upata,
sumpah,,,,,sumpah
sumsum,,,,,jahjah
sumur,semer,,,sumur,
sumur,,,,,semer
sungai,tukad,tukad,tukad,,
sungai kecil,,,,,tlabah
sungguh,saja,"wiakti, yakti, pituwi","sayuwakti, pituwi",,
sungguh,"sajaan, yakti","sukati, tuhu",wiakti,,
sungguh,,,,,tuhu
sungguhsungguh,"seleg, giet",itep,itep,,
"sungkan, tidak enak",,,,,ngeng
suntik,"suntik, nyuntik",suntik,suntik,,
"suntik, menyuntik",,,,,"suntik, nyuntik"
suntikan,"suntikan, panyuntikan",suntikan,suntikan,,
Supir,,,,,sopir
surat,surat,rerepi,sualapatra,,
surat,surat,surat,"surat, rerepi",,
"suratkhabar, suratkabar, koran",koran,koran,koran,,
suruh,konkon,kenken,ndikain,,
suruh,orahin,orahin,nikahin,,
suruh,tunden,kenken,ndikain,,
"suruh, perintahkan",konkon,kenken,kandikain,,
"suruh, perintahkan","tunden, konkon",nikain,tuduhin,,
surut,aad,,,surud,
surut,,,,,"puras, aad"
susah haru,,,,,inguh-ibuk
"susah, kesedihan",keweh,duhkita,sungsut,,
"susah, kesukaran","inguh, ibuk",sebet,kewuh,,
susu,,,,,susu
susun dengan rapi,,,,,"pilpil, pilpilang "
susunan,"susunan, tata cara",pidabdab,pidabdab,,
susunan,"susun, susunan",,,"dudon, dudonan",
sutra,sutra,sutera,sutera,,
syair,kidung,tembang,tembang,,
syair teka - teki,,,,,"cimped, cimpedan"
tabiat,,,,,abah
"tabiat, kebiasaan",,,,,"agol, abah"
"tabrak, menabrak",,,,,"kaplug, ngaplug"
"tabrak, menabrak",,,,,"tomplok, nomplok"
"tabrak, menabrak tak sengaja",,,,,"puuk, muuk"
tabur,,,,,bebeh
"tabur, menabur",,,,,"sambeh, nyambehang"
tadi,busan,,,"wawu, iwawu",
tadi malam,ibisanja,,,dibisande,
"tadi, tadian","tuni, tunian",,,inuni,
"tahan, menahan",,,,,"indet, ngindet"
"tahan, menahan",,,,,"taan, naanang"
"tahan, stop",,,,,andeg
tahi,tai,bacin,"kotoran, koratan",,
tahu,"tau, nawang","uning, wikan","uning, uningapawikan, weruh",,
"tahu, insaf",,,,,"taen, mitaen"
"tahu, mengetahui",nawang,,,"uning, nguningin",
tahun,tiban,tahun,"tiban, warsa",,
tahun,taun,,,warsa,
"tahun, setahun","tiban, atiban",,,"warsa, awarsa",
tai mata,peceh,peceh,"pelek, pelis",,
tajam,mangan,landep,landep,,
tajam,,,,,mangan
"tajam, lancip",lanying,,,tajep,
tak berani berkutik,,,,,Bungkem
tak berhasil,,,,,"nirdon, nirgawe"
"tak bernoda, suci, bersih",,,,,nimala
tak karuan,gabeng,,,mama,
tak mau menyapa,,,,,budri
"tak menghiraukan, mengabaikan",,,,,puen-puen
"tak peduli, sembrono, ceroboh","lengah, ngelewa, ampahpapeka",lamena,tanlunga,,
tak pernah kurang/ketinggalan,,,,,pepek
tak sopan,langgah,langgana,centula,,
"tak, tidak","dong, tidong",,,"ten, nenten",
"tak, tidak, bukan","sing, tusing, ing",,,"ten, nenten",
takar menakar,,,,,"uu, nguu"
takpernah,singtaen,tannaenin,tannahenin,,
"taksir, menaksir","taksir, taken",tebak,tarka,,
"taksiran, tebakan",sawatara,sawatara,sawatara,,
taktahan,singkodagbaan,tanmaresidayang,tandugiantuk,,
"takterhitung, banyak, berlimpah, ruah",liupesan,akehpisan,"makweh, katahpisan",,
"takuk, potong besar-besar",,,,,cekak
takut,jejeh,ajerih,ayat,,
takut,jejeh,ajerih,ajerih,,
takut,"jejeh, takut",,,ajerih,
takut,takut,,,ajerih,
takut melihat sesuatu,,,,,ngeri
"takut, aman",,,,,rep
"takut, penakut",,,,,getap
tali,,,,,tali
taman,taman,,,udiana,
tambah,imbuhin,wewehin,weweh,,
tambah,imbuh,,,weweh,
"tambah, tambahi","imbuh, imbuhin",,,"weweh, wewehin",
"tambah, tambahkan","entug, entugin",,,"weweh, wewehin",
tambahan,paweweh,,,pawuwuh,
"tambahan, lauk pauk",,,,,"goh, goh nasi"
tampak tulangnya,,,,,ngridig
tampan,bagus,abra,acreng,,
tampan,,,,,abra
"tampel,menempel",,,,,"Taplek, naplek"
tamsil,,,,,wangsalan
tamu,tamilu,datengan,tamiu,,
tamu,tamiu,,,atiti,
tanah,,,,,tanah
tanah kosong di belakang rumah,,,,,teba
tanah kosong diantara desa,,,,,bengang
"tanah lekuk, berlobang",,,,,clegongan
tanah liat,,,,,"legit, tanah legit"
tanah pecah berlobang,,,,,engkag
tanah perumahan,,,,,karang
tanah rendah,,,,,lebah
tanah tak dikerjakan,,,,,"neng,enengan"
Tanah untuk tugas pura,,,,,"Catu,Pacatu"
tanah yang keras/tandur,,,,,paragan 
tanam,"pula, tanem",tandur,"tandur, nandur",,
tanam,tanem,,,pendem,
"tanam, menanam","pula, mamula",,,"tandur, nandur",
tanaman,taneman,,,tanduran,
tanaman di kebun,,,,,abian
tanaman kacang-kacangan,,,,,palawija
"tancap, menancapkan",,,,,"tanceb, nancebang"
tanda,ciri,"cihna, tanda",cihna,,
tanda pengenal,pinget,,,pangeling-eling,
Tanda-tangan,tekenan,tekenan,Lingga-tangan,,
tandu pengusung gadis bangsawan,,,,,joli
"tandu, alat pengusung pratima",,,,,jempana
"tandu, memikul orang dengan tandu",,,,,"gayot, ngayot"
tanduk,,,,,tanduk
tangan,lima,"tangan, lima",tangan,,
tangan,lima,,,tangan,
tangan gemetar,,,,,kebuyutan
"tangan kanan raja, panglima",,,,,patih/pepatih
"tangan lemah, lumpuh",,,,,kepek
tangga dari bambu/kayu,,,,,jan
tangga tunggal,,,,,banggul
"tangga, anaktangga","jan, ejan",ejanpalitan,"ejan, palitan",,
tanggal,tanggalpanglong,tanggal,tanggal,,
tanggal,,,,,tanggal
"tangguh, menangguhkan",,,,,"tanggeh, matanggeh"
tanggung,nyalah,,,nyalit,
"tanggung, menanggung",,,,,"tanggung, nanggung"
tangis,eling,eling,tangis,,
"tangis, menangis","eling, ngeling",,,"tangis, nangis",
"tangis, menangis",,,,,"ling,ngeling"
tangisan terhenti,,,,,clekes
tangkai,,,,,katik
tangkai buah kelapa,,,,,paangan
tangkai bukur padi,,,,,gumpang
tangkai pancing,,,,,pales
tangkai pisau/sabit,,,,,pati
tangkap,ejuk,ejuk,ejuk,,
tangkap dengan tangan ,,,,,Cangglak
"tangkap, menangkap",,,,,"dakep, nakep"
"tangkap, menangkap",,,,,"tangkep, nangkep"
"tangkil, dekat",,,,,parek
"tangtang, menangtang",,,,,"tangtang, nangtang"
tanjung,,,,,tanjung
tanya,"metakon, takon","mentaken, taken",takenring,,
"tanya, pertanyaan","takon, petakon",,,"taken, pitaken",
tapa,,,,,tapa
"tapa, pengabdian",yasa,,,kerti,
tape,,,,,Tape
tari,igel,,,solah,
"tari, menari, tingkah laku",,,,,"solah, masolah"
tarian,igeligelan,"igel, igelan",ilenilen,,
tarian dengan iringan musik bambu,,,,,gandrung
tarian/menari pendet,,,,,"pendet, mendet"
tarik,,,,,arad
tarik,,,,,aud
tarik keluar,,,,,"embot, ngembot"
"tarik, menarik","paid, atek",kedeng,nudut,,
"tarik, menarik",,,,,doakan
"tarik, menarik",,,,,"dudut, nudut"
"tarik, menarik",,,,,"kedeng, ngedeng"
"tarik, menarik",,,,,"kedet, ngedetin"
"tarik, tertarik",,,,,"daut, kedaut"
tarik-rnenarik,,,,,"atat, ngatat"
tari-tarian,igel-igelan,,,sesolahan,
taruh sembarangan,,,,,engsel
"taruh, ditaruh","jang, janga",,,"gahanang, genahanga",
"taruh, letakkan",pejang,genahang,linggihang,,
"taruhan, bertaruh",,,,,"toh, matoh"
tata aturan,,,,,uger-uger
"tata aturan, adat",sima,,,dresta,
tata tertib,tata titi,,,tata trepti,
tatakrama,,,,,tatakrama
tatap tajam,,,,,ceeng
"taufan, angin ribut","Angin selaung, angin baret",Angin deras,Angin dras,,
"tawan, menahan hewan yang lepas",,,,,"taban, naban"
"tawar, menawar",,,,,"tawah, nawah"
tawon,,,,,tabuan
tebak,,,,,bade
"tebak, menabak",,,,,"tebag, nebag"
"tebak, menebak","tebag, nebag",,,"tarka, narka",
tebal,tebel,tebel,tebel,,
tebangan kayu,,,,,bantang
tebing,,,,,abing
tebu,tebu,tebu,isepan,,
tebu,tebu,,,"sepahan, isepan",
tebu,,,,,tebu
tebus,tebus,,,tebas,
"teduh, dingin",,,,,embon
tega,elas,,,lalis,
tegak lurus,,,,,jegjeg
tegas ucapannya,,,,,pedes
teguh,,,,,kukuh
"teguk, meneguk air",,,,,clegek
"tekam, tusuk","tusuk, tebek",,,tuek,
tekan keluar isinya,,,,,"pespes, mespes"
"tekan, menekan",,,,,"teen, neen"
tekankan kuku ke benda,,,,,kecek
tekun,seleg,,,"geleng, jemet",
tekun,,,,,"geleng,seleg"
"tekun, asik, tidak berhenti",,,,,"iteh, seleg"
telan,gelek,,,leled,
telanjang,melalung,"melalung, ngaligas","uda, matelanjang",,
telanjang,"lalaung, malalung",,,ngaligas,
telapak,tlapakan,tlapakan,petala,,
telapak kaki,telapak batis,,,tapak cokor,
telapak tangan,tlapak lima,tlapak tangan,karatala,,
telapak tangan,telapak lima,,,"tapak tangan, karatala",
teleng,,,,,tugeh
telinga,kuping,"karna, kuping",karna,,
telinga keluar nanah,,,,,curek
telor,taluh,,,"adeng, endog",
telukan,,,,,celukan
telunjuk,tujuh,tujuh,tarjani,,
telur,taluh,endogantiga,endog,,
teman,timpal,,,"suitra, mitra",
teman baik,kantenan,kantenan,suitra,,
teman dekat,"kanten, kantenan",,,"suitra, kanti",
teman pembela,roang,,,"kanti, suitra",
tembaga,,,,,temaga
tembakau,"temako, mako",,,seseban,
tembako,mako,,,seseban,
tembang,,,,,kidung
"tembang Bali, macapat",,,,,pupuh
tembok,tembok,tembok,tembok,,
"tembus, terus-menerus",,,,,tumus
tempat,tongos,genah,linggih,,
tempat,tongos ,,,"genah, linggih ",
tempat,,,,,loka
tempat beras dari tanah liat,,,,,pulu
tempat makanan sapi,,,,,glodog
tempat mayat,,,,,bade
tempat mementaskan pertunjukan,,,,,kalangan
tempat menghadap raja,,,,,paseban
tempat pemujaan Hyang Tri Murti,,,,,sanggar agung
tempat penderitaam di neraka,,,,,kawah
tempat peraduan ayam,,,,,kalangan
tempat persembahyangan,,,,,"langkir, plangkiran"
tempat tidur,pedeman,pasarean,pamereman,,
tempat tidur,,,,,plangkan 
tempat tinggal sementara,,,,,pondok
tempat usungan mayat,,,,,pepaya
tempat yang dalam disungai,,,,,tibu
tempat yang tinggi,,,,,munduk
"tempat, dasar",,,,,lingga
"tempat, suatu tempat barang",,,,,wadah
tempattidur,"pedeman, pamulesan",pesarean,pemereman,,
tempayan,,,,,"gebeh, gentong"
tempayan,,,,,"gentong, gebeh"
tempurung,,,,,kau
tempurung kepala,kaun tendas,kaum sirah,batok,,
temu,cepuk,,,"panggih, pangguh",
"temu, bertemu","temu, katemu",,,"cunduk, kacunduk",
"temui, menemui",,,,,"pangguh, mangguh"
"temui, mewarisi",,,,,"dapet, napet"
"temukan, menemukan","dapetang, tepuk, bakat, kacunduk","panggihin, keniang, kacunduk","temu, panggih, kacunduk",,
tenaga,bayu,,,prana,
"tenaga badan, nyawa, nafas",,,,,pramana
"tenang, pendiam",,,,,seleb
"tenang, tidak gelisah",,,,,degeng
"tendang, menendang",,,,,"tinjak, ninjak"
tengah,tengah,,,"madia, jero, dalem",
tengah hari,aselid,,,tengah rahina,
tengah hari,tengai tepet,,,tajeg suryane,
tengah malam,tenga peteng,,,tengah wengi,
tenggelam,"keleb, kelebu",,,kelem,
tenggelem,,,,,klebu
tengik,,,,,piing
"tengkar, bertengkar",,,,,"gonggang, mangonggang"
"tengkar, bertengkar",,,,,"sogsag, masogsag"
"tengker, dikasari dengan bahasa",,,,,"jaljal, jajal"
tengkurup,,,,,"kakeb, mekakeb"
tengkurup,,,,,"lingeb,malingeb"
tentang,"unduk, yanbuat",indik,"parindik, mungguing",,
tentang,unduk,,,indik,
"tentang, bahwa, mengenai",,,,,mungguing
"tentu, pasti",karoan,,,"janten, majanten",
tenun,"tunun, nunun",tunun,tunun,,
tepat,,,,,tepet
tepat menebak/membidik,,,,,cepeng 
"tepat musimnya, saat",,,,,nedeng
"tepat, indah",,,,,lengut
"tepat, persis","persis, ngatuju",katuju,tepet,,
tepung,,,,,tepung
terakhir,panyuud,,,pamuput,
terampil,trampil,,,waged,
terang,"terang, galang, jelas","sinah, seken",sinah,,
terang,galang,,,"terak, terang",
terangkan dengan pasti,,,,,sumakuta
terapung,,,,,kambang
"terasa kasar, tidak halus",,,,,ngeres
terasi,sera,,,trasi,
terasi,,,,,sera
teratai,tunjung,,,"trate, padma",
terbakar,puun,,,geseng,
terbalik,,,,,tingkeb
terbang,makeber,mabur,mabur,,
terbang,"keber, makeber",,,mabur,
terbang tinggi,,,,,"tambung, nambung"
terbanyak,Paling liuna,"akehan, pihihakeh","makehan, pinihakeh",,
terbatuk-batuk lantang,,,,,"kel-kel, ngelkel"
terbenam,eleb,surup,susup,,
terbenam,engseb,,,surup,
terbit,endag,mijil,mijil,,
"terbit, memulai",,,,,"endag, ngendag"
terbuka lebar,,,,,agag
"terbuka, tidak tertutup",,,,,"leleh, maleleh"
tercengang,,,,,"cengag, cengagan"
terdampar,,,,,kampih
"terdesak, habis akal",kaselek,,,kapelek,
terengah-engah,,,,,dekah
terengah-engah,,,,,sengal-sengal
tergelincir,,,,,"sauh, nyauh"
tergelincir,,,,,"seret, maseret"
tergenang,,,,,beteng
tergenang,,,,,mekembengan
tergenang,,,,,ngandeng
tergesa-gesa,,,,,imang-imang
tergopoh-gopoh,,,,,gupuh
tergores,,,,,bered
Terguling-guling,,,,,"glilik, nglilik"
terhadap,marep,mantuk,majeng,,
"terhalang di atas, tidak pas",,,,,entuk
"terhayomi, bebas sinar",,,,,tao
terhenti,,,,,janggel
"terhuyung, hampir jatuh",,,,,"sruyung, nyruyung"
terhuyung-huyung,,,,,srandang-srendeng
terhuyung-huyung,,,,,srayang-sruyung
"teri, ikan teri",gerang,,,gereh,
teriak,jerit,jerit,jerit,,
terima,trima,trima,arsen/tampenin,,
terima kasih,,,,,suksma
"terima, menerima",,,,,"tanggap, nanggap"
terimakasih,matursuksma,matursuksme,matursuksme,,
teringat terus,,,,,nyanyap
"terjaga, belum sadar betul",,,,,"pupung, kapupungan"
"terjaga, terbangun",enten,,,"jagra, tangi",
terjebak,,,,,blegbegan
terjungkir,,,,,"jumprit, nyumprit"
"terjungkit, ujungnya terangkat ke atas",,,,,"unggit, ngunggit"
terka,takeh,,,tarka,
"terkait, tersangkut",,,,,slongket
"Terkatup,termasuk",,,,,Cakup
terkejut,tangkejut,tangkejut,kagiat,,
terkejut,,,,,"kesiab, makesiab"
terkejut hendak berlari,,,,,sengap
"terkejut, kaget",tengkejut,,,kagiat,
terkena,kakeneng,,,katiben,
terkenal,kasub,,,"kaloktah, kajanaloka",
terlalu,"bes, gati",banget,kalintang,,
terlalu berani,,,,,pangkah
terlalu masak direbus,,,,,lepah
terlalu memilih makanan,,,,,nyinyig
terlambat,telat,,,kasep,
terlambat mengikuti,,,,,keten-keten
"terlambat, terhalang",lantud,,,kasep,
terlanjur,,,,,"jorog, kajorog"
terlempar jauh,,,,,ketes
terlepas,,,,,kepus
terlihat,ngenah,,,"katon,mekanten",
termenung,,,,,"lengok, malengok"
"ternganga, terbuka lebar",,,,,kebeng
terowongan,,,,,aungan
"terpancing, tersusuk",,,,,"katut, ngatut"
terpeleset,,,,,nyauh
terpercik,,,,,"kretes, ngretes"
Terpotong putus,,,,,Capleng
"tersedak, salah minum air",,,,,simpatan
